hid,quintile,emp_status,region,housing,rururb,disab,disab_def,econat,econat_def,age,rank_tot,district,hhsize,mar_status,mar_status_def,gender,povqual,pstatus,pstatus_def,emp_status_def,edu_y,ethnic,reli,wt,ht,bmi,reg
70575/15,4,Other Inactive,6,Rent-free,Rural,2. Non Pwds,1,3,Not in labor force,23,14.60206,602,1,6,Never married,Female,None,Non poor,1,5,9, Asante, Other Christian,55.4,58.2,163.5549887,Ashanti
70576/01,5,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,27,22.64139,602,1,2,Consensual Union,Male,Tertiary,Non poor,1,4,15, Asante, Protestant,59.05,162.5,22.36213018,Ashanti
70576/02,5,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,61,20.16452,602,2,1,Married,Male,MSLC,Non poor,1,2,10, Asante, Protestant,53.8,158.6,21.3882824,Ashanti
70576/03,5,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,35,22.69359,602,1,2,Consensual Union,Male,None,Non poor,1,4,7, Asante, Protestant,48.75,159.7,19.11458123,Ashanti
70576/04,4,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,53,10.85981,602,3,1,Married,Male,MSLC,Non poor,1,2,10, Asante, Protestant,63.7,164.5,23.54006338,Ashanti
70576/05,5,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,24,17.54025,602,1,2,Consensual Union,Male,BECE,Non poor,1,4,9, Asante, Protestant,69.95,164.7,25.7869822,Ashanti
70576/06,4,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,56,15.03405,602,4,5,Widowed,Female,None,Non poor,1,1,7, Asante, Protestant,59.05,162.7,22.30718639,Ashanti
70576/07,5,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,26,18.25415,602,2,2,Consensual Union,Male,SSS/Secondary,Non poor,1,1,12, Asante, Protestant,66.15,164.7,24.38611683,Ashanti
70576/08,3,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,20,7.908689,602,3,2,Consensual Union,Female,None,Non poor,1,4,7, Asante, Protestant,66.9,159.6,26.26396819,Ashanti
70576/09,5,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,28,21.48507,602,2,4,Divorced,Female,None,Non poor,1,4,1, Asante, Protestant,43.65,158.4,17.39698118,Ashanti
70576/10,4,Private Employee,6,Owning,Rural,1. PWD,0,1,Employed,43,11.33386,602,1,6,Never married,Male,None,Non poor,1,4,6, Asante, Protestant,67.45,162.7,25.4804356,Ashanti
70576/11,5,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,60,22.80263,602,1,4,Divorced,Female,None,Non poor,1,2,0, Asante, Catholic,66.84,164.8,24.61059007,Ashanti
70576/12,5,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,40,18.23102,602,3,2,Consensual Union,Male,BECE,Non poor,1,4,9, Asante, Protestant,61.15,164.7,22.54287293,Ashanti
70576/13,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,65,12.90974,602,2,1,Married,Male,None,Non poor,1,2,2, Asante, Protestant,52.45,164.7,19.33562854,Ashanti
70576/14,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,31,11.44748,602,3,5,Widowed,Female,None,Non poor,1,2,4, Asante, Protestant,67.7,167.6,24.10130952,Ashanti
70576/15,5,Other Inactive,6,Rent-free,Rural,2. Non Pwds,1,3,Not in labor force,18,22.3532,602,2,2,Consensual Union,Female,None,Non poor,1,5,8, Asante, Protestant,54.55,161.8,20.83712132,Ashanti
70577/01,4,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,23,10.42649,603,1,6,Never married,Male,None,Non poor,1,4,7, Asante, Other Christian,62.45,168,22.12655896,Ashanti
70577/02,2,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,46,5.030379,603,8,1,Married,Male,MSLC,Non poor,1,2,10," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,61.05,146,28.64045787,Ashanti
70577/03,3,Self-employed (non-agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,32,7.908964,603,4,1,Married,Male,BECE,Non poor,1,1,9, Asante, Pentecostal/Charismatic,60.3,152,26.09937673,Ashanti
70577/04,3,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,38,7.974112,603,1,3,Separated,Male,BECE,Non poor,1,4,9, Asante, Other Christian,54.95,155,22.87200832,Ashanti
70577/05,5,Unemployed,6,Owning,Rural,2. Non Pwds,1,2,Unemployed,61,20.50297,603,1,5,Widowed,Female,None,Non poor,1,6,0, Asante, Other Christian,53.15,151,23.31038112,Ashanti
70577/06,3,Unemployed,6,Rent-free,Rural,2. Non Pwds,1,2,Unemployed,40,7.996482,603,4,3,Separated,Female,BECE,Non poor,1,6,9, Asante, Other Christian,91.85,148,41.93298028,Ashanti
70577/07,2,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,39,5.912753,603,4,3,Separated,Female,None,Non poor,1,1,8, Asante, Other Christian,62.7,138,32.92375551,Ashanti
70577/08,3,Private Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,32,7.629845,603,3,2,Consensual Union,Female,None,Non poor,1,4,7, Asante, Other Christian,68.25,145,32.46135553,Ashanti
70577/09,3,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,51,9.06678,603,4,1,Married,Male,MSLC,Non poor,1,1,10, Asante, Other Christian,56.75,149.5,25.39121486,Ashanti
70577/10,3,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,23,7.913873,603,3,2,Consensual Union,Male,BECE,Non poor,1,4,9, Ewe, No religion,0,0,0,Ashanti
70577/11,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,51,9.456051,603,3,1,Married,Male,MSLC,Non poor,1,2,10, Asante, Other Christian,62,148,28.30533236,Ashanti
70577/12,4,Other Inactive,6,Owning,Rural,2. Non Pwds,1,3,Not in labor force,22,10.55023,603,2,2,Consensual Union,Female,BECE,Non poor,1,5,9, Asante, Other Christian,54.85,152,23.74047784,Ashanti
70577/13,4,Public Employee,6,Rent-free,Rural,1. PWD,0,1,Employed,31,14.60736,603,1,6,Never married,Male,Tertiary,Non poor,1,3,15, Asante, Other Christian,0,0,0,Ashanti
70577/14,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,51,10.29846,603,2,5,Widowed,Female,None,Non poor,1,2,0, Asante, Other Christian,55.75,148.25,25.36620323,Ashanti
70577/15,2,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,28,6.932462,603,4,2,Consensual Union,Male,BECE,Non poor,1,4,9, Asante, Other Christian,55.95,142.5,27.55309326,Ashanti
70578/01,2,Other Inactive,6,Owning,Rural,1. PWD,0,3,Not in labor force,80,7.06912,603,1,5,Widowed,Female,None,Non poor,1,5,0, Asante, Catholic,58,170,20.06920415,Ashanti
70578/02,4,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,57,14.46612,603,1,5,Widowed,Female,None,Non poor,1,2,8, Asante, Catholic,71,159,28.08433211,Ashanti
70578/03,1,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,34,2.622961,603,3,2,Consensual Union,Female,BECE,Poor,0,2,9, Asante, Pentecostal/Charismatic,55.2,154,23.27542587,Ashanti
70578/04,3,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,24,9.242669,603,3,2,Consensual Union,Female,None,Non poor,1,4,8, Asante, Pentecostal/Charismatic,88.2,164,32.79298037,Ashanti
70578/05,3,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,60,10.23103,603,3,1,Married,Male,MSLC,Non poor,1,4,10, Asante, Pentecostal/Charismatic,58,163,21.8299522,Ashanti
70578/06,2,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,30,7.059731,603,4,2,Consensual Union,Male,BECE,Non poor,1,2,9, Asante, Pentecostal/Charismatic,65.15,180,20.10802469,Ashanti
70578/07,3,Self-employed (non-agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,35,7.621481,603,4,1,Married,Female,BECE,Non poor,1,1,9, Asante, Pentecostal/Charismatic,61.3,165,22.51606979,Ashanti
70578/08,3,Unemployed,6,Owning,Rural,2. Non Pwds,1,2,Unemployed,62,7.926783,603,1,1,Married,Male,Voc/Tech/Teacher,Non poor,1,6,15, Asante, Catholic,40,162,15.24157903,Ashanti
70578/09,2,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,66,5.311645,603,5,1,Married,Male,MSLC,Non poor,1,1,10, Asante, Pentecostal/Charismatic,72,169,25.20920136,Ashanti
70578/10,2,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,54,4.694932,603,11,1,Married,Male,None,Poor,0,2,2, Asante, Other Christian,54.75,168,19.39838435,Ashanti
70578/11,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,62,10.41417,603,2,1,Married,Male,MSLC,Non poor,1,2,10, Asante, Catholic,43,165,15.7943067,Ashanti
70578/12,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,67,12.54833,603,1,5,Widowed,Female,None,Non poor,1,2,9, Asante, Pentecostal/Charismatic,68,169,23.80869017,Ashanti
70578/13,2,Unemployed,6,Renting,Rural,2. Non Pwds,1,2,Unemployed,45,6.578052,603,4,5,Widowed,Female,None,Non poor,1,6,0, Asante, Pentecostal/Charismatic,71.75,173,23.97340372,Ashanti
70578/14,4,Self-employed (non-agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,25,15.08573,603,2,2,Consensual Union,Female,None,Non poor,1,1,8, Asante, Pentecostal/Charismatic,68.75,154,28.98886827,Ashanti
70578/15,5,Self-employed (non-agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,18,16.25812,603,2,6,Never married,Female,BECE,Non poor,1,1,10, Asante, Pentecostal/Charismatic,101,169,35.36290746,Ashanti
70579/01,5,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,59,18.16585,604,5,1,Married,Male,None,Non poor,1,2,8, Asante, No religion,57.95,170.5,19.93446909,Ashanti
70579/02,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,40,4.082245,604,2,4,Divorced,Female,None,Poor,0,2,7, Asante, Other Christian,36.9,155.1,15.33920214,Ashanti
70579/03,2,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,62,7.096821,604,5,1,Married,Male,None,Non poor,1,2,8, Asen (Assin), Catholic,54.4,173.5,18.07173882,Ashanti
70579/04,3,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,39,7.507724,604,5,1,Married,Male,None,Non poor,1,2,5, Busanga, Islam,73.55,178,23.21360939,Ashanti
70579/05,1,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,29,4.100166,604,8,2,Consensual Union,Female,None,Poor,0,1,8, Asante, Pentecostal/Charismatic,48.4,146.4,22.58204186,Ashanti
70579/06,5,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,31,26.06092,604,1,1,Married,Male,SSS/Secondary,Non poor,1,2,12, Ewe, Catholic,66.7,173.6,22.13229204,Ashanti
70579/07,3,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,32,7.908679,604,4,4,Divorced,Female,None,Non poor,1,1,7, Asante, Pentecostal/Charismatic,49.3,155.5,20.38854023,Ashanti
70579/08,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,51,4.044273,604,5,4,Divorced,Female,MSLC,Poor,0,2,10, Asen (Assin), Other Christian,50.25,155,20.9157128,Ashanti
70579/09,5,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,39,32.51765,604,1,4,Divorced,Male,None,Non poor,1,2,7, Fante, Islam,59.1,175,19.29795918,Ashanti
70579/10,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,51,9.856304,604,2,4,Divorced,Female,MSLC,Non poor,1,2,10, Asen (Assin), Other Christian,46.2,156,18.98422091,Ashanti
70579/11,3,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,37,9.559888,604,1,4,Divorced,Male,BECE,Non poor,1,2,12, Kokomba, Other Christian,52.85,160,20.64453125,Ashanti
70579/12,2,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,48,4.888502,604,6,1,Married,Male,MSLC,Non poor,1,2,10, Asen (Assin), Catholic,59.8,160,23.359375,Ashanti
70579/13,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,35,4.195347,604,7,1,Married,Male,BECE,Poor,0,2,9, Fante, Other Christian,56.1,171.5,19.07368528,Ashanti
70579/15,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,51,11.09899,604,7,1,Married,Male,None,Non poor,1,2,8, Ewe, Other Christian,57.25,169.8,19.856382,Ashanti
70580/01,5,Public Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,41,24.35467,604,1,2,Consensual Union,Male,BECE,Non poor,1,3,9, Fante, Pentecostal/Charismatic,57.9,185,16.917458,Ashanti
70580/02,4,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,40,15.47593,604,1,4,Divorced,Male,None,Non poor,1,4,3, Fante, Protestant,62,164,23.05175491,Ashanti
70580/03,4,Other Inactive,6,Owning,Rural,2. Non Pwds,1,3,Not in labor force,95,15.3216,604,3,1,Married,Male,None,Non poor,1,5,0, Fante, Other Christian,62.3,161,24.03456657,Ashanti
70580/04,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,29,9.83404,604,6,2,Consensual Union,Male,None,Non poor,1,2,5, Akuapem, Pentecostal/Charismatic,61.4,167,22.01584854,Ashanti
70580/05,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,56,12.75639,604,3,1,Married,Female,None,Non poor,1,2,0, Fante, Pentecostal/Charismatic,85.5,159,33.81986472,Ashanti
70580/06,5,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,60,16.56124,604,4,5,Widowed,Female,None,Non poor,1,2,5," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,50,157,20.28479857,Ashanti
70580/07,4,Unemployed,6,Owning,Rural,2. Non Pwds,1,2,Unemployed,45,13.03677,604,5,2,Consensual Union,Male,None,Non poor,1,6,3, Akuapem, Other Christian,68,176,21.95247934,Ashanti
70580/08,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,39,9.833098,604,6,2,Consensual Union,Male,BECE,Non poor,1,2,9, Akuapem, Other Christian,56.8,170,19.65397924,Ashanti
70580/09,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,48,13.82035,604,4,1,Married,Male,MSLC,Non poor,1,2,10, Fante, Protestant,61.9,175,20.2122449,Ashanti
70580/10,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,38,12.71385,604,4,1,Married,Male,None,Non poor,1,2,0, Akuapem, No religion,67.8,171,23.18662152,Ashanti
70580/11,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,35,7.692596,604,5,2,Consensual Union,Female,None,Non poor,1,2,0, Akuapem, Pentecostal/Charismatic,70.7,158,28.32078193,Ashanti
70580/12,5,Unemployed,6,Owning,Rural,2. Non Pwds,1,2,Unemployed,67,26.10847,604,1,1,Married,Male,MSLC,Non poor,1,6,10, Fante, Other Christian,61.7,177,19.69421303,Ashanti
70580/13,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,50,7.718992,604,9,1,Married,Male,MSLC,Non poor,1,2,10, Fante, Pentecostal/Charismatic,66.6,177,21.25825912,Ashanti
70580/14,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,31,3.269595,604,5,1,Married,Male,None,Poor,0,2,7, Fante, Other Christian,61.4,167,22.01584854,Ashanti
70580/15,3,Unemployed,6,Owning,Rural,1. PWD,0,2,Unemployed,55,9.130009,604,2,1,Married,Female,None,Non poor,1,6,1, Fante, Pentecostal/Charismatic,78.5,170,27.16262976,Ashanti
70581/01,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,55,10.19853,604,4,5,Widowed,Female,None,Non poor,1,2,2, Asante, Other Christian,58,160,22.65625,Ashanti
70581/02,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,37,7.593745,604,7,1,Married,Male,BECE,Non poor,1,2,9, Asante, Pentecostal/Charismatic,59,163,22.20633069,Ashanti
70581/03,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,76,15.45764,604,2,1,Married,Male,None,Non poor,1,2,0, Asante, Catholic,68,175,22.20408163,Ashanti
70581/04,4,Unemployed,6,Rent-free,Rural,2. Non Pwds,1,2,Unemployed,27,10.6235,604,2,6,Never married,Female,None,Non poor,1,6,7, Sefwi, Pentecostal/Charismatic,67,56,213.6479592,Ashanti
70581/05,3,Other Inactive,6,Rent-free,Rural,2. Non Pwds,1,3,Not in labor force,23,7.713781,604,1,6,Never married,Male,SSS/Secondary,Non poor,1,5,12, Asante, Pentecostal/Charismatic,66,166,23.95122659,Ashanti
70581/06,2,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,36,6.356882,604,6,2,Consensual Union,Male,BECE,Non poor,1,2,9, Asante, No religion,70,13,4142.011834,Ashanti
70581/07,5,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,36,31.45604,604,1,1,Married,Male,None,Non poor,1,2,7, Asante, No religion,68,178,21.46193662,Ashanti
70581/08,4,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,44,11.9799,604,4,2,Consensual Union,Female,None,Non poor,1,2,8, Asante, Other Christian,64,153,27.339912,Ashanti
70581/09,4,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,70,13.95826,604,1,4,Divorced,Male,MSLC,Non poor,1,2,10, Asante, Catholic,54,162,20.57613169,Ashanti
70581/10,4,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,46,13.3017,604,2,2,Consensual Union,Female,MSLC,Non poor,1,1,10, Asante, Other Christian,60,164,22.30814991,Ashanti
70581/11,5,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,32,25.38352,604,1,2,Consensual Union,Male,BECE,Non poor,1,4,10, Asante, Protestant,72,177,22.98190175,Ashanti
70581/13,4,Other Inactive,6,Rent-free,Rural,2. Non Pwds,1,3,Not in labor force,23,10.95508,604,1,6,Never married,Male,None,Non poor,1,5,0, Asante, No religion,67,178,21.14631991,Ashanti
70581/14,5,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,41,30.39908,604,5,1,Married,Male,BECE,Non poor,1,4,9, Asante, Pentecostal/Charismatic,58,171,19.83516296,Ashanti
70582/01,5,Self-employed (non-agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,30,18.17711,605,3,6,Never married,Female,BECE,Non poor,1,1,9, Asante, Pentecostal/Charismatic,64.5,162.7,24.3660207,Ashanti
70582/02,5,Private Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,28,31.28175,605,1,6,Never married,Female,BECE,Non poor,1,4,9, Asante, Protestant,65.4,164.8,24.08037987,Ashanti
70582/03,4,Self-employed (non-agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,26,13.41563,605,3,5,Widowed,Female,BECE,Non poor,1,1,9, Asante, Catholic,60.45,150.7,26.61765554,Ashanti
70582/04,5,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,32,18.59257,605,3,2,Consensual Union,Male,BECE,Non poor,1,4,9, Asante, Protestant,59.65,165.7,21.72528244,Ashanti
70582/05,5,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,34,32.30933,605,1,2,Consensual Union,Male,BECE,Non poor,1,4,11," Dagarte (Dagaba), Lobi , Wali (Wala)", Pentecostal/Charismatic,58.65,167.6,20.87949488,Ashanti
70582/06,5,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,36,26.03208,605,1,1,Married,Male,None,Non poor,1,2,3, Asante, Protestant,62.45,170.6,21.4572662,Ashanti
70582/07,3,Self-employed (non-agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,44,10.41061,605,5,5,Widowed,Female,None,Non poor,1,1,7, Sisala, Pentecostal/Charismatic,62.5,161,24.11172408,Ashanti
70582/08,4,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,30,13.70684,605,5,1,Married,Male,BECE,Non poor,1,4,9, Asante, Catholic,57.54,164.5,21.26366164,Ashanti
70582/09,4,Other Inactive,6,Owning,Rural,2. Non Pwds,1,3,Not in labor force,74,13.45567,605,2,1,Married,Male,MSLC,Non poor,1,5,10, Asante, Pentecostal/Charismatic,48.55,158.8,19.25254903,Ashanti
70582/10,5,Other Inactive,6,Owning,Rural,2. Non Pwds,1,3,Not in labor force,17,16.50451,605,1,6,Never married,Female,None,Non poor,1,5,3, Asante, Pentecostal/Charismatic,55.6,159.8,21.77314885,Ashanti
70582/11,5,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,57,17.32545,605,2,5,Widowed,Female,MSLC,Non poor,1,2,10, Asante, Pentecostal/Charismatic,59.65,162.6,22.56157248,Ashanti
70582/12,5,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,52,21.13997,605,1,1,Married,Male,MSLC,Non poor,1,2,10, Asante, Pentecostal/Charismatic,57.65,168.8,20.23272725,Ashanti
70582/13,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,30,12.33936,605,3,2,Consensual Union,Female,None,Non poor,1,2,7, Asante, Other Christian,48,159.6,18.84410274,Ashanti
70582/14,5,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,64,26.53718,605,2,1,Married,Male,MSLC,Non poor,1,2,10, Asante, Protestant,56.6,168.6,19.91137678,Ashanti
70583/01,1,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,52,4.348922,605,12,5,Widowed,Female,None,Poor,0,4,0," Dagarte (Dagaba), Lobi , Wali (Wala)", Catholic,73,172,24.67550027,Ashanti
70583/02,5,Public Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,24,17.48843,605,1,6,Never married,Male,BECE,Non poor,1,3,9, Fante, Protestant,75,182,22.64219297,Ashanti
70583/03,5,Self-employed (non-agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,37,29.98587,605,1,6,Never married,Male,None,Non poor,1,1,9, Asante, Pentecostal/Charismatic,93.05,180,28.7191358,Ashanti
70583/04,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,58,11.68036,605,3,1,Married,Male,None,Non poor,1,2,3, Asante, No religion,86,170,29.75778547,Ashanti
70583/05,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,62,8.110404,605,2,1,Married,Male,None,Non poor,1,2,4, Kusasi, Catholic,75,171,25.64891762,Ashanti
70583/06,1,Private Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,37,4.238748,605,4,3,Separated,Female,None,Poor,0,4,5, Asante, Pentecostal/Charismatic,58,164,21.56454491,Ashanti
70583/07,4,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,26,15.14105,605,1,1,Married,Male,BECE,Non poor,1,4,9, Asante, No religion,73.4,183,21.9176446,Ashanti
70583/08,4,Unemployed,6,Rent-free,Rural,2. Non Pwds,1,2,Unemployed,19,15.18432,605,2,2,Consensual Union,Female,None,Non poor,1,6,8," Dagarte (Dagaba), Lobi , Wali (Wala)", Catholic,60.45,155,25.16129032,Ashanti
70583/09,4,Self-employed (non-agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,23,10.88865,605,1,6,Never married,Female,None,Non poor,1,1,5, Asante, Pentecostal/Charismatic,65,156,26.70940171,Ashanti
70583/10,3,Unemployed,6,Rent-free,Rural,2. Non Pwds,1,2,Unemployed,19,9.315103,605,3,2,Consensual Union,Male,SSS/Secondary,Non poor,1,6,12, Asante, Protestant,62.55,168,22.1619898,Ashanti
70583/11,2,Unemployed,6,Renting,Rural,2. Non Pwds,1,2,Unemployed,28,5.183033,605,3,6,Never married,Female,None,Non poor,1,6,6, Asante, Pentecostal/Charismatic,57.65,158,23.09325429,Ashanti
70583/12,5,Other Inactive,6,Renting,Rural,2. Non Pwds,1,3,Not in labor force,37,23.44806,605,1,6,Never married,Male,SSS/Secondary,Non poor,1,5,12, Asante, Pentecostal/Charismatic,75,169,26.25958475,Ashanti
70583/13,3,Unemployed,6,Owning,Rural,2. Non Pwds,1,2,Unemployed,18,9.248467,605,3,2,Consensual Union,Female,None,Non poor,1,6,7, Asante, Pentecostal/Charismatic,51,157,20.69049454,Ashanti
70583/14,4,Public Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,25,14.19451,605,1,6,Never married,Female,Voc/Tech/Teacher,Non poor,1,3,15, Asante, Pentecostal/Charismatic,63,156,25.88757396,Ashanti
70583/15,2,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,45,5.258742,605,1,4,Divorced,Female,None,Non poor,1,4,8, Builsa (Kangyaga or Kanjaga), Pentecostal/Charismatic,68,156,27.94214333,Ashanti
70584/01,2,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,49,5.7059,606,3,5,Widowed,Male,MSLC,Non poor,1,2,10, Asante, Protestant,48.45,170,16.76470588,Ashanti
70584/02,2,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,49,6.270013,606,8,1,Married,Male,MSLC,Non poor,1,2,10, Asante, Other Christian,55.6,158.8,22.04823329,Ashanti
70584/03,1,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,43,3.555981,606,4,2,Consensual Union,Male,None,Poor,0,4,0, Asante, No religion,0,0,0,Ashanti
70584/04,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,47,3.609524,606,8,1,Married,Male,None,Poor,0,2,0, Asante, Pentecostal/Charismatic,55.6,180.2,17.12242286,Ashanti
70584/05,1,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,27,4.068604,606,5,5,Widowed,Female,None,Poor,0,2,0, Asante, Protestant,59.65,0,0,Ashanti
70584/07,1,Self-employed (agric),6,Owning,Rural,,1,1,Employed,31,4.114123,606,1,3,Separated,Male,SSS/Secondary,Poor,0,2,12, Asante, Other Christian,54.75,148,24.99543462,Ashanti
70584/08,2,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,54,6.338303,606,2,1,Married,Female,MSLC,Non poor,1,2,8, Asante, No religion,48,159,18.98659072,Ashanti
70584/09,2,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,29,6.979859,606,3,2,Consensual Union,Female,BECE,Non poor,1,1,9, Fante, Pentecostal/Charismatic,72.2,162.9,27.20790039,Ashanti
70584/10,3,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,45,7.224988,606,7,1,Married,Male,BECE,Non poor,1,1,9, Asante, No religion,0,0,0,Ashanti
70584/11,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,41,2.680224,606,6,1,Married,Male,None,Poor,0,2,0, Asante, No religion,65.15,172.5,21.89455997,Ashanti
